Geom;geo_point_2d
"{""coordinates"": [[[-123.11058374025544, 49.23377550036724], [-123.11059741952855, 49.23346690511476], [-123.11039570095141, 49.23346000979831], [-123.11019520505391, 49.2334531579396], [-123.11005729631988, 49.23344844096525], [-123.10990320508456, 49.233443172521824], [-123.1097653101617, 49.23343846418104], [-123.10962740150867, 49.233433746693414], [-123.10948950661782, 49.23342902902812], [-123.10907583587714, 49.233414893022], [-123.10852424316904, 49.23339602774732], [-123.10838636222233, 49.233391308752154], [-123.10824846758507, 49.233386598600504], [-123.10823570582286, 49.23369430218595], [-123.10837354648838, 49.23369906637494], [-123.10851142840875, 49.233703839355954], [-123.10906295631351, 49.23372291164363], [-123.10947653384638, 49.23373721869387], [-123.1096143884845, 49.23374198138906], [-123.10975224316878, 49.23374675291495], [-123.1098900978594, 49.2337515152811], [-123.11004443746593, 49.23375685546738], [-123.11018229223217, 49.23376162648001], [-123.11038281702945, 49.23376855929074], [-123.11058374025544, 49.23377550036724]]], ""type"": ""Polygon""}";49.23358084054459, -123.10941692261483
"{""coordinates"": [[[-123.04456772243307, 49.24617534381651], [-123.04513361195251, 49.24617857829778], [-123.04571976782243, 49.24618191892684], [-123.04572099605322, 49.246083591565494], [-123.04572214709013, 49.24599094921946], [-123.04572335016626, 49.24589514952493], [-123.04572453991352, 49.24579979959568], [-123.04572572924101, 49.24570399990338], [-123.04572691898764, 49.245608658966155], [-123.04572810872152, 49.24551330903212], [-123.04572929803562, 49.24541750933502], [-123.04573048776057, 49.24532215939778], [-123.04573169063077, 49.24522617079221], [-123.04573288023879, 49.2451307039138], [-123.04573408358178, 49.24503523702835], [-123.04573829274183, 49.24469839085471], [-123.04459105092933, 49.24469348719036], [-123.04458574837861, 49.2450301448438], [-123.0445827463807, 49.245220988866315], [-123.0445797308635, 49.245412102744616], [-123.0445782366497, 49.24550745278577], [-123.0445752344575, 49.24569814387337], [-123.0445737264871, 49.245793493915045], [-123.04457221891586, 49.24588929371654], [-123.04457072467382, 49.245984643749686], [-123.0445692688036, 49.246076836440174], [-123.04456772243307, 49.24617534381651]]], ""type"": ""Polygon""}";49.24543780632117, -123.04515430352154
"{""coordinates"": [[[-123.06186720878716, 49.279755256438136], [-123.06186011280896, 49.28011686643001], [-123.06206772726564, 49.28011800542718], [-123.06227464053373, 49.28011915342438], [-123.06248225502023, 49.28012030067191], [-123.06268916818142, 49.28012134897992], [-123.06289678268604, 49.28012249548265], [-123.06310370962517, 49.28012355203605], [-123.06331131039875, 49.28012469780147], [-123.06351823744767, 49.280125825573904], [-123.06352532073771, 49.27976377472228], [-123.06331840904464, 49.27976271891568], [-123.06311079616748, 49.279761672116734], [-123.06290318328733, 49.279760615949584], [-123.06269627150566, 49.27975946907721], [-123.06248865865429, 49.27975842116044], [-123.06228173325492, 49.279757363504935], [-123.06207413415825, 49.279756305840785], [-123.06186720878716, 49.279755256438136]]], ""type"": ""Polygon""}";49.27994043720821, -123.06269285131293
"{""coordinates"": [[[-123.16047971699733, 49.24509835981437], [-123.16049317347222, 49.24509582245481], [-123.1605067670484, 49.24509319495083], [-123.16052022381206, 49.2450907475401], [-123.16053381767703, 49.2450882099849], [-123.160547274438, 49.24508576257102], [-123.16056086859187, 49.2450833149646], [-123.16057446303604, 49.24508095730859], [-123.16058805747895, 49.24507859965096], [-123.16060165192054, 49.24507624199173], [-123.16061526010027, 49.24507388431181], [-123.16062885483106, 49.24507161660135], [-123.16064244956058, 49.245069348889295], [-123.16065618197487, 49.24506717093656], [-123.16066977670194, 49.245064903221284], [-123.16068350911378, 49.2450627252653], [-123.16069710442217, 49.24506063745076], [-123.16071083683163, 49.24505845949153], [-123.16072456982378, 49.245056461434594], [-123.16073816512872, 49.24505437361524], [-123.16075189811863, 49.245052375555076], [-123.16076563110744, 49.24505037749327], [-123.16077936409512, 49.24504837942984], [-123.16079309737378, 49.24504647131674], [-123.16080683035928, 49.24504447325005], [-123.16082070132201, 49.245042654894405], [-123.16083443459746, 49.245040746776404], [-123.16084816816407, 49.24503892860874], [-123.16086203941592, 49.2450372002001], [-123.1608757729805, 49.245035382029165], [-123.16088964423041, 49.24503365361722], [-123.16090337808527, 49.24503192539497], [-123.16091724962554, 49.24503028693168], [-123.16093112116488, 49.24502864846674], [-123.16094485530925, 49.24502701019153], [-123.16095474417331, 49.24502591698626], [-123.16095872713915, 49.245025461675226], [-123.16097259896816, 49.245023913157276], [-123.16098647079629, 49.245022364637656], [-123.16100034262358, 49.245020816116366], [-123.16101421474247, 49.24501935754539], [-123.16102808686053, 49.24501789897276], [-123.16104195927029, 49.24501653035041], [-123.16105596907333, 49.24501516153487], [-123.16106984148156, 49.24501379290919], [-123.16108371388901, 49.24501242428184], [-123.16109758658834, 49.245011145604806], [-123.16111159668095, 49.245009866734485], [-123.16112546967152, 49.245008678006066], [-123.1611394800554, 49.24500748908435], [-123.16115335304463, 49.24500630035258], [-123.1611673633979, 49.24500510243229], [-123.16118123667854, 49.24500400364915], [-123.16119524735257, 49.24500290467263], [-123.16118667431952, 49.244901720205284], [-123.16118581950691, 49.244892366350186], [-123.16118468990729, 49.24488301287845], [-123.16118342291448, 49.24487365959838], [-123.16118201852852, 49.24486430650997], [-123.16118047674954, 49.2448549536132], [-123.16117879787033, 49.24484569086005], [-123.16117683017258, 49.24483633855742], [-123.1611748765077, 49.24482707618755], [-123.16117264805659, 49.24481781420098], [-123.16117028221285, 49.24480855240603], [-123.16116777926936, 49.24479938075465], [-123.16116498750787, 49.24479011955373], [-123.16116220977953, 49.24478094828553], [-123.1611591572655, 49.24477177740058], [-123.16115596735928, 49.24476260670718], [-123.16115264035366, 49.244753526157304], [-123.1611491756633, 49.24474435584698], [-123.16114543677313, 49.24473536582379], [-123.16114169759162, 49.24472628584848], [-123.16113768391779, 49.24471729620827], [-123.16113353285222, 49.24470830675955], [-123.16112924439503, 49.24469931750229], [-123.16112481886822, 49.244690427383624], [-123.16109856054263, 49.244643238999956], [-123.16109317412415, 49.24463461108183], [-123.16108765060719, 49.244626073306996], [-123.16108198969923, 49.24461753572346], [-123.16107619140034, 49.24460899833119], [-123.16107011861024, 49.24460055127367], [-123.16106404611479, 49.24459219416783], [-123.16105783622857, 49.24458383725318], [-123.16105135155883, 49.24457548072124], [-123.1610448671838, 49.2445672141409], [-123.1610382457107, 49.24455903770368], [-123.16103134945432, 49.24455086164908], [-123.1610244534927, 49.244542775546044], [-123.16101728274792, 49.24453468982556], [-123.161010112298, 49.24452669405658], [-123.16100266706505, 49.244518698670106], [-123.16099522212697, 49.24451079323511], [-123.16098750269848, 49.24450297813451], [-123.16097978327242, 49.244495163033385], [-123.16097178935608, 49.24448743826659], [-123.16096379573462, 49.2444798034512], [-123.16095565095459, 49.244472159850595], [-123.16094724545292, 49.244464615560275], [-123.16093883995383, 49.24445707126932], [-123.16093029764947, 49.24444970707309], [-123.16092161795521, 49.244442343067604], [-123.16091280087112, 49.2444349792528], [-123.1609038469818, 49.24442779553265], [-123.16089475570269, 49.24442061200313], [-123.1608855273261, 49.244413518616184], [-123.16087629898138, 49.244406434223706], [-123.16086679640983, 49.24439952112186], [-123.16085729384096, 49.24439260801923], [-123.16069410158045, 49.244274997494415], [-123.16053089635604, 49.24415738675498], [-123.16036770564608, 49.24403977576267], [-123.1602045019723, 49.24392216455574], [-123.16004103745014, 49.24380437357266], [-123.15987783535724, 49.243686770893014], [-123.15971463401056, 49.24356915898441], [-123.15955102040067, 49.24345127755529], [-123.15954151848727, 49.2434444542949], [-123.15953201686628, 49.24343772098574], [-123.15952224075833, 49.243431078007205], [-123.15951246465299, 49.24342443502783], [-123.15950255174012, 49.243417972141316], [-123.15949236405064, 49.2434115096333], [-123.15948217665351, 49.243405137076365], [-123.15947185215911, 49.243398854660164], [-123.15946152795699, 49.243392662195056], [-123.15945092926802, 49.24338656006026], [-123.15944033087125, 49.24338054787649], [-123.15942959537718, 49.24337462583333], [-123.15941872278574, 49.24336879393077], [-123.15940771309697, 49.24336305216876], [-123.15939656631085, 49.24335740054725], [-123.15938541981674, 49.24335183887666], [-123.15937413593572, 49.24334627739452], [-123.1593627152468, 49.2433408960048], [-123.1593511574604, 49.24333560475545], [-123.15933959996592, 49.24333040345696], [-123.1593279053739, 49.24332529229876], [-123.15931607368434, 49.24332027128087], [-123.15930424228651, 49.24331534021375], [-123.15929227379108, 49.24331049928685], [-123.15928016819798, 49.24330574850015], [-123.15926806289652, 49.243301087664165], [-123.15925582049731, 49.243296516968314], [-123.15909747845228, 49.2436129178323], [-123.15909178499857, 49.243760897370144], [-123.15907268905752, 49.2442232789746], [-123.1591709837291, 49.24428440116782], [-123.15935311865735, 49.24439767000125], [-123.15953525441871, 49.24451093854445], [-123.15971766666952, 49.24462447627348], [-123.15989940507741, 49.244737564883266], [-123.16008181896869, 49.24485109303593], [-123.16014516175147, 49.24489058429612], [-123.16047971699733, 49.24509835981437]]], ""type"": ""Polygon""}";49.244293794080846, -123.16002999462233
"{""coordinates"": [[[-123.16189035212935, 49.246006700722916], [-123.16180244023737, 49.24601357030671], [-123.1617983198031, 49.24601402583924], [-123.16128117030374, 49.246060633646096], [-123.16142954497346, 49.24626685809405], [-123.1614454175389, 49.2462888742426], [-123.16145149001416, 49.24629714137372], [-123.1614576995957, 49.24630531836051], [-123.16146418368129, 49.24631340501097], [-123.16147094256428, 49.24632149127698], [-123.16147770086282, 49.24632939763868], [-123.16148487135658, 49.24633730342383], [-123.161492178957, 49.24634511906449], [-123.16149963740386, 49.246352844541455], [-123.16150721921765, 49.24636047989312], [-123.16151507582931, 49.246368114860104], [-123.1615232066522, 49.246375569538436], [-123.1615314745819, 49.24638293407213], [-123.16153987961847, 49.24639020846116], [-123.16154855945322, 49.246397482465305], [-123.16155723870358, 49.246404576564885], [-123.16156632985661, 49.24641158013542], [-123.16157542071868, 49.24641849375329], [-123.16158478608567, 49.24642531703414], [-123.16159428855963, 49.24643205017008], [-123.16160392784701, 49.246438603209135], [-123.16161384193293, 49.24644515586298], [-123.16162375543428, 49.24645152861208], [-123.16162513235045, 49.246452426209366], [-123.16163394344062, 49.246457811023895], [-123.16164426855394, 49.24646400329061], [-123.16165473048059, 49.24647001546026], [-123.16166532951418, 49.24647593748474], [-123.16167620305278, 49.24648176917174], [-123.16168707630024, 49.246487510905745], [-123.16169822375899, 49.24649307235023], [-123.16170937092647, 49.24649854384169], [-123.16172065520081, 49.24650392518777], [-123.16173221368634, 49.246509126244156], [-123.16174377188047, 49.24651423734745], [-123.16175560428569, 49.24651916816092], [-123.16176743639939, 49.24652400902125], [-123.16177940561977, 49.246528759736016], [-123.16179151165284, 49.24653333035321], [-123.16180375449851, 49.246537720872816], [-123.1618161344507, 49.246542021246725], [-123.16182851411104, 49.24654623166735], [-123.16184103058376, 49.2465502619903], [-123.1618536838688, 49.2465541122155], [-123.16186647455407, 49.2465579622468], [-123.16187926435913, 49.24656154242084], [-123.16189219127028, 49.24656503244899], [-123.16190525499334, 49.246568342379256], [-123.16191831842403, 49.24657156235608], [-123.16211484186024, 49.24661824188616], [-123.1623116132786, 49.24666501068563], [-123.16232481415972, 49.24666823042336], [-123.16233801533743, 49.246671540111514], [-123.16235107970815, 49.246675029895115], [-123.16236414408071, 49.24667851967724], [-123.16237720904505, 49.246682189361756], [-123.16239013690767, 49.246685949189875], [-123.16240292737356, 49.24668970920966], [-123.1624157184315, 49.246693649131934], [-123.16242837268292, 49.24669776914983], [-123.16244102693645, 49.24670188916634], [-123.16245368148718, 49.24670609913338], [-123.16246606183292, 49.246710489389365], [-123.16247844218081, 49.246714879643996], [-123.16249082312126, 49.24671944980119], [-123.16250306666527, 49.24672402015031], [-123.16251517340318, 49.2467287705953], [-123.16252274037389, 49.246731818330694], [-123.16252728043865, 49.24673361099094], [-123.16253911297417, 49.24673854172384], [-123.16255108291087, 49.24674347226221], [-123.16256277864292, 49.24674858308988], [-123.1625744746727, 49.246753783868314], [-123.16258617100027, 49.24675907459748], [-123.162597592828, 49.24676445566415], [-123.1626090149536, 49.246769926681615], [-123.1626202999487, 49.24677547884809], [-123.1626314478724, 49.24678113015399], [-123.16264259609407, 49.24678687141078], [-123.16265346981595, 49.24679270300527], [-123.16266434383584, 49.246798624550685], [-123.16267521785834, 49.24680454609506], [-123.16268581767655, 49.24681064792924], [-123.16275672451576, 49.246855074473416], [-123.1627663643349, 49.246861717366706], [-123.16277600474804, 49.24686854016304], [-123.1627855215046, 49.2468753631328], [-123.16279475002118, 49.24688227646029], [-123.1628039788361, 49.24688927973896], [-123.16281307025439, 49.24689628321052], [-123.16282202486755, 49.24690346677887], [-123.16283084208406, 49.246910650540165], [-123.16283952219963, 49.24691792444636], [-123.16284806521426, 49.24692528849751], [-123.16285647083211, 49.246932652741705], [-123.16286473934896, 49.24694010713089], [-123.16287273336543, 49.246947651858825], [-123.16288072768022, 49.24695528653813], [-123.16288858459805, 49.246962921410585], [-123.1628963044148, 49.24697064642817], [-123.16290388713041, 49.246978461590885], [-123.16291133244896, 49.24698627694684], [-123.16291850326678, 49.24699418264176], [-123.16292567438286, 49.24700217828814], [-123.16293270810174, 49.24701017412785], [-123.1629394673197, 49.247018260306604], [-123.1629460891403, 49.24702634667876], [-123.1629527112591, 49.24703452300245], [-123.16295905887682, 49.24704278966528], [-123.162965269097, 49.24705105652157], [-123.16297134191957, 49.24705932357133], [-123.1629772779366, 49.24706777071843], [-123.16298307625983, 49.247076128107146], [-123.16298860008162, 49.24708457583515], [-123.16299412420138, 49.24709311351483], [-123.16299937352342, 49.24710165158192], [-123.16300448574358, 49.247110279794555], [-123.16300946056568, 49.24711890820081], [-123.16301429798963, 49.24712753680072], [-123.16301886091162, 49.24713625574008], [-123.16302342383521, 49.24714497467927], [-123.16302771225668, 49.24715378395795], [-123.16304089376631, 49.24715106678602], [-123.1630540752745, 49.24714834961258], [-123.16306725678126, 49.24714563243763], [-123.16308043828656, 49.247142915261186], [-123.16309375748662, 49.247140287841205], [-123.16310693928531, 49.247137660613646], [-123.16312012108264, 49.24713503338461], [-123.16313344027846, 49.24713240596005], [-123.16314662236933, 49.24712986867992], [-123.16315994185872, 49.247127331204226], [-123.16317326134676, 49.247124793727], [-123.16318644343357, 49.24712225644232], [-123.1631997629189, 49.24711971896205], [-123.16321308269931, 49.24711727143216], [-123.16321926213435, 49.24711618327395], [-123.16322640247844, 49.247114823900745], [-123.16323972225622, 49.24711237636779], [-123.1632530420327, 49.24710992883331], [-123.16326636210444, 49.24710757124922], [-123.16327968217492, 49.24710521366359], [-123.16329300224412, 49.24710285607641], [-123.16330645971185, 49.2471004982935], [-123.1633197800752, 49.24709823065517], [-123.16333310043731, 49.24709596301532], [-123.163346558198, 49.24709369517966], [-123.16335987855767, 49.247091427536716], [-123.16337333631587, 49.24708915969795], [-123.16338679436967, 49.24708698180952], [-123.1634001150225, 49.247084804113875], [-123.16341357307392, 49.24708262622234], [-123.16342387271132, 49.24708099251111], [-123.16342703112416, 49.247080448329235], [-123.16344048947013, 49.247078360386496], [-123.16345394781493, 49.247076272442186], [-123.1634674061586, 49.24707418449631], [-123.16348086450114, 49.24707209654887], [-123.16349432313955, 49.24707009855179], [-123.16350778147984, 49.24706801060121], [-123.16352124011605, 49.247066012601], [-123.16353483644795, 49.24706410435665], [-123.16354829508197, 49.24706210635329], [-123.16356175401206, 49.24706019830028], [-123.16357535034078, 49.24705829005117], [-123.16358880926879, 49.24705638199502], [-123.16360240559541, 49.24705447374272], [-123.16361586481854, 49.24705265563535], [-123.16362946141062, 49.24705082833661], [-123.16363124671443, 49.247050555950956], [-123.16364292063177, 49.24704901022608], [-123.16365651725157, 49.24704719191934], [-123.1636701141677, 49.24704546356295], [-123.16368371108288, 49.24704373520494], [-123.16369717059746, 49.24704200704003], [-123.16371076751074, 49.24704027867884], [-123.16372436442306, 49.24703855031606], [-123.16373796163187, 49.24703691190359], [-123.16375155883979, 49.247035273489544], [-123.1637651560468, 49.24703363507389], [-123.16377875355043, 49.247032086608556], [-123.16379235075564, 49.24703044818971], [-123.16380608565716, 49.247028899526356], [-123.1638196831582, 49.24702735105622], [-123.163833280956, 49.24702589253641], [-123.16383932415688, 49.2470251643476], [-123.16384687845535, 49.247024344063064], [-123.1638606136511, 49.24702288534517], [-123.16387421144648, 49.24702142682054], [-123.16388780924102, 49.24701996829432], [-123.16390154470233, 49.247018590528285], [-123.16391514279307, 49.24701722195077], [-123.1639288782826, 49.24701585317669], [-123.16394247637184, 49.24701448459595], [-123.16395621185987, 49.24701311581863], [-123.16396994764499, 49.2470118369916], [-123.16398354602987, 49.24701055835796], [-123.16399728181356, 49.24700927952768], [-123.1640110178945, 49.2470080906477], [-123.16402461627729, 49.247006812009225], [-123.16403836609682, 49.24700562310649], [-123.16404949218074, 49.247004617832445], [-123.16405210217575, 49.247004434221616], [-123.16406583855206, 49.24700333528703], [-123.16407957462967, 49.247002146398906], [-123.16409317360521, 49.24700104765621], [-123.16410690997965, 49.24699994871676], [-123.16412064665163, 49.24699893972761], [-123.16413438302487, 49.24699784078488], [-123.16414811969571, 49.24699683179245], [-123.16416185636596, 49.24699582279839], [-123.16417559303567, 49.24699481380271], [-123.16418946740255, 49.24699389456204], [-123.16420320407116, 49.24699288556307], [-123.16421694103748, 49.24699196651437], [-123.16423067800332, 49.24699104746407], [-123.16424441526702, 49.24699021836405], [-123.16425815253024, 49.2469893892624], [-123.16427202689405, 49.246988470011814], [-123.16428576445479, 49.24698773085881], [-123.1642995017166, 49.246986901752244], [-123.16429795987872, 49.246977728805085], [-123.164296280642, 49.24696855605329], [-123.16429460140593, 49.24695938330146], [-123.16429264737168, 49.24695021094035], [-123.1642905562373, 49.24694112872654], [-123.16428832770434, 49.24693204670804], [-123.16428582407518, 49.24692287512833], [-123.16428330700545, 49.24691379352003], [-123.1642806662773, 49.24690471208749], [-123.16427788844936, 49.24689572080218], [-123.16427497292479, 49.24688663976022], [-123.16427178290137, 49.24687764906084], [-123.16426859287911, 49.24686865836137], [-123.16426512835817, 49.24685975800442], [-123.16426166354006, 49.246850767695435], [-123.16425792422348, 49.24684186772896], [-123.16425418490824, 49.246832967762344], [-123.16425017079631, 49.24682406818627], [-123.16424615698416, 49.246815258561995], [-123.16424186837553, 49.24680644932821], [-123.16423758006675, 49.24679773004618], [-123.16423301666327, 49.2467889212027], [-123.16422831616087, 49.246780202506265], [-123.16422361595846, 49.24677157376155], [-123.16421864066166, 49.24676285545531], [-123.16421352856439, 49.246754317248], [-123.1642084161706, 49.246745689088506], [-123.16420302927929, 49.2467371512713], [-123.16419764238987, 49.246728613453804], [-123.16419198100309, 49.24672016597852], [-123.16418618221954, 49.246711718698215], [-123.1641803837362, 49.24670336136954], [-123.1641743104575, 49.246695004431054], [-123.16416823718085, 49.24668664749225], [-123.16416188940723, 49.246678380895496], [-123.16415554193391, 49.24667020425032], [-123.16414905706414, 49.24666202780001], [-123.16414229739938, 49.24665385173973], [-123.16413553803504, 49.24664576563098], [-123.16409071807371, 49.246595905740655], [-123.16408313582585, 49.246588270559315], [-123.16407527878361, 49.24658063576773], [-123.16406742204184, 49.24657309092754], [-123.1640594282022, 49.24656563623383], [-123.16405129696668, 49.24655818173468], [-123.16404316573359, 49.24655072723494], [-123.1640347603024, 49.24654345302866], [-123.16402635487374, 49.246536178821756], [-123.1640178120493, 49.24652890480928], [-123.16400913242506, 49.246521810895096], [-123.1640003151072, 49.24651462722334], [-123.1639913609896, 49.246507623649826], [-123.16398240687451, 49.24650062007559], [-123.16397331566172, 49.24649370664761], [-123.1639640873512, 49.24648688336584], [-123.1639547216452, 49.24648006027831], [-123.16394520510171, 49.24647332735641], [-123.16393570230063, 49.24646659441423], [-123.16392606269967, 49.246460041570074], [-123.16391628570328, 49.24645348892005], [-123.16390650870946, 49.2464469362692], [-123.16389659491574, 49.24644056371629], [-123.1638865437266, 49.24643419135744], [-123.16387635543984, 49.246427909144536], [-123.163874014912, 49.246426473226734], [-123.16386616745335, 49.24642171688267], [-123.16385570497124, 49.24641561496155], [-123.16384537988961, 49.24640951284464], [-123.1638347803124, 49.24640350106842], [-123.16382418103537, 49.24639757924316], [-123.16381344436307, 49.24639165761173], [-123.16380270828843, 49.24638591588318], [-123.16379183481848, 49.24638017434842], [-123.16378082425081, 49.24637452295935], [-123.16376967658537, 49.24636896171592], [-123.16375852921992, 49.246363490423356], [-123.16374738185692, 49.2463580191297], [-123.16373595999838, 49.24635263817637], [-123.16372453873717, 49.24634743712577], [-123.16371311747834, 49.24634223607403], [-123.16370155915136, 49.246337134162985], [-123.16368986339936, 49.24633202345025], [-123.16367816824443, 49.24632709264021], [-123.1636663356942, 49.24632216202362], [-123.1636545037409, 49.24631741130969], [-123.16364253439227, 49.246312660789165], [-123.16363964517797, 49.24631149550086], [-123.16363042794556, 49.24630800041394], [-123.16361832179835, 49.24630342998937], [-123.16360621595058, 49.246298949515484], [-123.16359397300464, 49.24629455918679], [-123.163581730358, 49.24629025880876], [-123.16356935031598, 49.24628595862396], [-123.1635568334728, 49.24628183853623], [-123.16354431692875, 49.24627780839905], [-123.16353180038678, 49.24627377826053], [-123.16337720740324, 49.24622605237343], [-123.16314956865247, 49.24615585141326], [-123.16308753942087, 49.24613677913996], [-123.1630748864432, 49.24613301900156], [-123.16306209607033, 49.2461292590557], [-123.16304930599561, 49.246125589060355], [-123.16303651592278, 49.24612191906357], [-123.16302372614798, 49.24611833901734], [-123.16301079927409, 49.24611484911549], [-123.16299787240202, 49.24611135921219], [-123.16298494582782, 49.2461079592594], [-123.1629720192554, 49.246104559305145], [-123.16295909298078, 49.24610124930138], [-123.16294602931089, 49.246097939489985], [-123.16294327900249, 49.246097223750134], [-123.1629329659387, 49.24609471962901], [-123.1629199025682, 49.24609149976659], [-123.16290670239427, 49.24608846000032], [-123.16289363932303, 49.246085330086856], [-123.16288043915235, 49.246082290317574], [-123.16286723927915, 49.246079340498724], [-123.16285403970333, 49.24607648063031], [-123.16284070273208, 49.24607362095405], [-123.16282750315935, 49.246070761082606], [-123.16281416648692, 49.246067991355226], [-123.16280083011175, 49.246065311578235], [-123.16278749373801, 49.246062631799724], [-123.16277414392171, 49.24606004199097], [-123.16276067074524, 49.24605754230683], [-123.16274733496704, 49.24605504242757], [-123.16273386211844, 49.24605264168743], [-123.16272038924161, 49.24605023195055], [-123.16270691666165, 49.246047912164016], [-123.16270389215683, 49.24604737670936], [-123.16269330668607, 49.24604559256941], [-123.16267983440414, 49.246043362731676], [-123.16266622502206, 49.24604122303778], [-123.162652753038, 49.24603908314883], [-123.16263914395371, 49.246037033403674], [-123.16262553516593, 49.24603507360887], [-123.16261192637924, 49.24603311381247], [-123.16259818019681, 49.24603115420783], [-123.16258457170761, 49.24602928436014], [-123.16257082611794, 49.24602750465613], [-123.16255721822135, 49.24602581470913], [-123.16254347292889, 49.24602412495381], [-123.16252972763735, 49.246022435196885], [-123.1625159829372, 49.24602092534221], [-123.16250223794269, 49.24601932553392], [-123.16248849353939, 49.24601790562793], [-123.1624745980004, 49.24601648593284], [-123.16246085392329, 49.24601516497069], [-123.16244710981744, 49.246013835011716], [-123.16243322861057, 49.24601259519622], [-123.1624193474044, 49.246011355379075], [-123.16240560389072, 49.246010205319045], [-123.16239529647714, 49.24600941023692], [-123.1623917232759, 49.24600914540248], [-123.16237784266166, 49.246008085484235], [-123.16236396234298, 49.24600711551627], [-123.16235008231973, 49.24600623549859], [-123.16233620229697, 49.24600535547924], [-123.16232232256958, 49.24600456541018], [-123.16230830544586, 49.246003775532486], [-123.16229442601414, 49.24600307541201], [-123.16228054687762, 49.24600246524184], [-123.16226666774145, 49.246001855069984], [-123.1622526515036, 49.24600133504138], [-123.16223877266277, 49.24600081481814], [-123.16222475672018, 49.246000384738096], [-123.16221087846927, 49.24600004441539], [-123.16219686282177, 49.245999704283925], [-123.16218298486581, 49.24599945390983], [-123.16216896951326, 49.24599920372692], [-123.16215509214672, 49.24599913325338], [-123.16214107708893, 49.24599897301904], [-123.16212720001698, 49.245998992494094], [-123.16211318554828, 49.24599901216029], [-123.16209930847633, 49.245999031631996], [-123.16208529430202, 49.24599914124675], [-123.16207141781882, 49.24599934061901], [-123.16205740393876, 49.24599954018234], [-123.1620435277497, 49.2459998295032], [-123.16202951445806, 49.24600020896704], [-123.16201563856295, 49.246000588236505], [-123.16200162556513, 49.24600105764894], [-123.16198775025808, 49.24600161681895], [-123.16197373755395, 49.24600217617994], [-123.16195986224625, 49.246002735346615], [-123.16194598752661, 49.24600347441554], [-123.16193197540979, 49.24600421367536], [-123.1619181006893, 49.24600495274093], [-123.16190422626252, 49.24600578175678], [-123.16189035212935, 49.246006700722916]]], ""type"": ""Polygon""}";49.24651487924915, -123.16287874498755
"{""coordinates"": [[[-123.155668533685, 49.23546497251243], [-123.15621252347452, 49.23547309852461], [-123.15701597307353, 49.23548510638003], [-123.15708298445077, 49.235486103706165], [-123.15758507541118, 49.2354936055757], [-123.15758894931761, 49.2353813755177], [-123.15759205492125, 49.23529104095131], [-123.15759517425063, 49.235200706364694], [-123.15759827983237, 49.23511037179532], [-123.15760016593323, 49.2350555521485], [-123.15761198469038, 49.23469883823628], [-123.15750756781529, 49.23469728054593], [-123.15740246386216, 49.23469564274006], [-123.15729804699995, 49.234694084860315], [-123.15719362991572, 49.23469245492445], [-123.15708852623925, 49.23469089778989], [-123.15708698437231, 49.2347374863063], [-123.15698256743116, 49.23473592814148], [-123.15698410942476, 49.23468934862157], [-123.15682266910159, 49.2346868873047], [-123.156634454883, 49.23468402129996], [-123.1564668328664, 49.23468147791471], [-123.15634318379924, 49.234679594403985], [-123.15634251628836, 49.23469877318858], [-123.15623809916693, 49.23469712439861], [-123.1562387667182, 49.234677945614564], [-123.1561027542164, 49.23467589866168], [-123.15598185276693, 49.23467410100392], [-123.15569677725681, 49.23466975406511], [-123.15568427308925, 49.235026936455306], [-123.15568230242098, 49.23508174718909], [-123.155668533685, 49.23546497251243]]], ""type"": ""Polygon""}";49.2350835456073, -123.15663980100445
"{""coordinates"": [[[-123.14652321216431, 49.2324895199882], [-123.1470541603128, 49.232497831594095], [-123.14758576795924, 49.2325061399172], [-123.14759349366936, 49.23229609079809], [-123.14760111076933, 49.232086491572396], [-123.14760885142874, 49.231876892180665], [-123.14761646840323, 49.2316672929388], [-123.14762420893608, 49.23145769353087], [-123.1476318120495, 49.231248094290386], [-123.14763954977533, 49.23103759534381], [-123.14764729983257, 49.23082664661024], [-123.14711638403767, 49.23081860755041], [-123.146584795132, 49.230810485947416], [-123.14657705295797, 49.231020984835865], [-123.14656929831511, 49.231231933494826], [-123.14656169070878, 49.23144153267022], [-123.14655394568298, 49.23165113201178], [-123.14654633795126, 49.23186073117098], [-123.14653857906308, 49.23207033051379], [-123.14653097120588, 49.23227992965682], [-123.14652321216431, 49.2324895199882]]], ""type"": ""Polygon""}";49.23165821379033, -123.14708529523026
"{""coordinates"": [[[-123.1442753271571, 49.28961077543512], [-123.14388965608961, 49.289865810542224], [-123.1440864193644, 49.28999347663891], [-123.14428290809147, 49.29012096283752], [-123.14447926004917, 49.290248358918845], [-123.14477412720295, 49.29043958691311], [-123.14490805219397, 49.29052650125075], [-123.1450689966641, 49.29063082314161], [-123.1451345817554, 49.29067337787365], [-123.14551888723403, 49.290416982096964], [-123.14545466624884, 49.29037532538074], [-123.14529373555096, 49.29027100400508], [-123.14515979711453, 49.290184189074296], [-123.14486479247748, 49.28999296222802], [-123.14466870232918, 49.28986573737652], [-123.14447181455837, 49.2897381623755], [-123.1442753271571, 49.28961077543512]]], ""type"": ""Polygon""}";49.29014183752082, -123.14470465071692
