,local_area,address,primary_address,address is primary?,n_pids,pid,units,year_built,bsns_group,bsns_name,bsns_trade_name,bsns_type,value_land,value_bldg,bldg_land_ratio,value_per_unit,VTU members,WestEnd Inbox,VTU Main Inbox,zoning,name,management,n_issues,issues_details,VTU Building,notes,prospect?
3994,Kensington-Cedar Cottage,1595 e 14th ave,1595 e 14th ave,TRUE,1,,3,1925,,,,,1800000,96700,0.05372222222,,,,,RT-5,,,,,,,
3995,South Cambie,956 w 21st ave,956 w 21st ave,TRUE,1,,3,1922,,,,,2715000,88700,0.03267034991,,,,,RS-5,,,,,,,
3996,Kitsilano,3236 w 3rd ave,3236 w 3rd ave,TRUE,1,,3,1912,,,,,2629000,127000,0.04830734119,,,,,RT-8,,,,,,,
3997,Kitsilano,3152 w 7th ave,3152 w 7th ave,TRUE,1,,3,1912,,,,,2535000,112000,0.04418145957,,,,,RT-7,,,,,,,
3998,Victoria-Fraserview,6031 victoria dr,6031 victoria dr,TRUE,1,,3,1910,,,,,1459000,57000,0.03906785469,,,,,RT-2,,,,,,,
3999,Kitsilano,1906 alma st,1906 alma st,TRUE,1,,3,1930,,,,,2317000,63800,0.02753560639,,,,,RT-8,,,,,,,
4000,Riley Park,271 e 24th ave,271 e 24th ave,TRUE,1,,3,1912,,,,,2052000,375000,0.182748538,,,,,RS-7,,,,,,,
4001,Kensington-Cedar Cottage,1536 e broadway,1536 e broadway,TRUE,1,,3,1955,,,,,1581000,66900,0.04231499051,,,,,RM-4N,,,,,,,
4002,Strathcona,833 heatley ave,833 heatley ave,TRUE,1,,3,1908,,,,,1211000,111000,0.0916597853,,,,,RT-3,,,,,,,
4003,Grandview-Woodland,1761 william st,1761 william st,TRUE,1,,3,1912,,,,,1941000,108000,0.05564142195,,,,,RT-5,,,,,,,
4004,Grandview-Woodland,1447 semlin dr,1447 semlin dr,TRUE,1,,3,1913,,,,,1506000,117000,0.07768924303,,,,,RT-5,,,,,,,
4005,Riley Park,450 e 16th ave,450 e 16th ave,TRUE,1,,3,1959,,,,,2063000,98000,0.04750363548,,,,,RT-2,,,,,,,
4006,Kitsilano,2726 w 12th ave,2726 w 12th ave,TRUE,1,,3,1912,,,,,2350000,77200,0.03285106383,,,,,RS-5,,,,,,,
4007,Mount Pleasant,737 e 13th ave,737 e 13th ave,TRUE,1,,3,1910,,,,,1898000,609000,0.3208640674,,,,,RT-5,,,,,,,
4008,Mount Pleasant,3025 yukon st,3025 yukon st,TRUE,1,,3,1920,,,,,5946000,356000,0.05987218298,,,,,RT-6,,,,,,,
4009,Mount Pleasant,642 e 10th ave,642 e 10th ave,TRUE,1,,3,1907,,,,,1925000,102000,0.05298701299,,,,,RT-5,,,,,,,
4010,Grandview-Woodland,1836 e 1st ave,1836 e 1st ave,TRUE,1,,3,1908,,,,,1532000,48600,0.0317232376,,,,,RM-11N,,,,,,,
4011,Grandview-Woodland,2136 william st,2136 william st,TRUE,1,,3,1912,,,,,1915000,243000,0.1268929504,,,,,RT-5,,,,,,,
4012,Kitsilano,3540 w 1st ave,3542 w 1st ave,FALSE,1,5270031,3,1912,,,,,0,0,,,,,,RT-8,,,,,,,
4013,Mount Pleasant,650 e 12th ave,650 e 12th ave,TRUE,1,,3,1910,,,,,1650000,269000,0.163030303,,,,,RT-5,,,,,,,
4014,Grandview-Woodland,1947 e 3rd ave,1947 e 3rd ave,TRUE,1,,3,1927,,,,,1915000,90700,0.04736292428,,,,,RT-7,,,,,,,
4015,Kitsilano,2573 w 5th ave,2573 w 5th ave,TRUE,1,,3,1912,,,,,2813000,72200,0.02566654817,,,,,RT-8,,,,,,,
4016,Grandview-Woodland,1624 salsbury dr,1624 salsbury dr,TRUE,1,,3,1910,,,,,1814000,236000,0.1300992282,,,,,RT-5,,,,,,,
4017,Grandview-Woodland,1950 adanac st,1950 adanac st,TRUE,1,,3,1912,,,,,1932000,482000,0.2494824017,,,,,RT-5,,,,,,,
4018,Mount Pleasant,837 e 15th ave,837 e 15th ave,TRUE,1,,3,1911,,,,,1845000,101000,0.05474254743,,,,,RT-5,,,,,,,
4019,Kensington-Cedar Cottage,3370 findlay st,3370 findlay st,TRUE,1,,3,1967,,,,,1190000,1313000,1.103361345,,,,,C-2,,,,,,,
4020,Kitsilano,2590 w 2nd ave,2590 w 2nd ave,TRUE,1,,3,1912,,,,,3603000,515000,0.1429364419,,,,,RT-8,,,,,,,
4021,Mount Pleasant,64 e 6th ave,64 e 6th ave,TRUE,1,,3,1909,,,,,2367000,10000,0.004224757076,,,,,I-1,,,,,,,
4022,Kensington-Cedar Cottage,1281 e 22nd ave,1281 e 22nd ave,TRUE,1,,3,1947,,,,,2108000,282200,0.1338709677,,,,,C-2,,,,,,,
4023,Kitsilano,3535 w 2nd ave,3535 w 2nd ave,TRUE,1,,3,1912,,,,,2921000,170000,0.05819924683,,,,,RT-8,,,,,,,
4024,Kitsilano,3030 w 7th ave,3030 w 7th ave,TRUE,1,,3,1912,,,,,2154000,191000,0.0886722377,,,,,RT-7,,,,,,,
4025,Kitsilano,1936 whyte ave,1936 whyte ave,TRUE,1,,3,1941,,,,,3753000,89100,0.02374100719,,,,,RT-9,,,,,,,
4026,Grandview-Woodland,2374 oxford st,2374 oxford st,TRUE,1,,3,1911,,,,,1734000,130000,0.07497116494,,,,,RM-3A,,,,,,,
4027,Kitsilano,2643 w 7th ave,2643 w 7th ave,TRUE,1,,3,1912,,,,,2264000,80200,0.03542402827,,,,,RT-8,,,,,,,
4028,Kitsilano,2217 w 6th ave,2217 w 6th ave,TRUE,1,,3,1903,,,,,2645000,82000,0.03100189036,,,,,RM-4,,,,,,,
4029,Kitsilano,1902 blenheim st,1902 blenheim st,TRUE,1,,3,1915,,,,,2726000,268000,0.09831254585,,,,,RT-8,,,,,,,
4030,Grandview-Woodland,2343 victoria dr,2343 victoria dr,TRUE,1,,3,1911,,,,,1713000,180000,0.1050788091,,,,,RT-5N,,,,,,,
4031,Grandview-Woodland,1718 victoria dr,1718 victoria dr,TRUE,1,,3,1912,,,,,1178000,590000,0.5008488964,,,,,RM-11N,,,,,,,
4032,Grandview-Woodland,1604 e 4th ave,1604 e 4th ave,TRUE,1,,3,1909,,,,,1653000,165000,0.0998185118,,,,,RM-4,,,,,,,
4033,Kitsilano,1717 stephens st,1717 stephens st,TRUE,1,,3,1910,,,,,2324000,137000,0.05895008606,,,,,RT-8,,,,,,,
4034,Mount Pleasant,871 e 13th ave,871 e 13th ave,TRUE,1,,3,1911,,,,,1898000,106000,0.05584826133,,,,,RT-5,,,,,,,
4035,Kitsilano,1712 alma st,1714 alma st,FALSE,1,11482249,3,1912,,,,,0,0,,,,,,RT-8,,,,,,,
4036,Riley Park,3381 columbia st,3381 columbia st,TRUE,1,,3,1935,,,,,3016000,231000,0.07659151194,,,,,RS-7,,,,,,,
4037,Mount Pleasant,64 w 12th ave,64 w 12th ave,TRUE,1,,3,1950,,,,,1932000,32200,0.01666666667,,,,,RT-6,,,,,,,
4038,Kensington-Cedar Cottage,916 e 23rd ave,916 e 23rd ave,TRUE,1,,3,1912,,,,,1863000,252000,0.1352657005,,,,,RT-10,,,,,,,
4039,Grandview-Woodland,1755 e 1st ave,1755 e 1st ave,TRUE,1,,3,1910,,,,,2243000,10000,0.004458314757,,,,,RM-11N,,,,,,,
4040,Kitsilano,3325 w 2nd ave,3327 w 2nd ave,FALSE,1,15435105,3,1912,,,,,0,0,,,,,,RT-8,,,,,,,
4041,Grandview-Woodland,1824 cotton dr,1824 cotton dr,TRUE,1,,3,1911,,,,,1343000,176000,0.1310498883,,,,,RM-4,,,,,,,
4042,Grandview-Woodland,1956 venables st,1956 venables st,TRUE,1,,3,1911,,,,,1915000,193000,0.1007832898,,,,,RT-5,,,,,,,
4043,Kensington-Cedar Cottage,4108 victoria dr,4108 victoria dr,TRUE,1,,3,1923,,,,,1668000,106000,0.06354916067,,,,,RS-1,,,,,,,
4044,Kitsilano,2298 w 2nd ave,2298 w 2nd ave,TRUE,1,,3,1907,,,,,2262000,120000,0.05305039788,,,,,RM-4,,,,,,,
4045,Kitsilano,1736 macdonald st,1736 macdonald st,TRUE,1,,3,1908,,,,,2603000,59700,0.02293507491,,,,,RT-8,,,,,,,
4046,Sunset,6993 fraser st,6993 fraser st,TRUE,1,,3,1950,,,,,1690000,50800,0.0300591716,,,,,RT-2,,,,,,,
4047,Kitsilano,3526 w 3rd ave,3526 w 3rd ave,TRUE,1,,3,1912,,,,,2338000,164000,0.07014542344,,,,,RT-8,,,,,,,
4048,Mount Pleasant,1143 e 13th ave,1143 e 13th ave,TRUE,1,,3,1912,,,,,1721000,177000,0.1028471819,,,,,RT-5,,,,,,,
4049,Kensington-Cedar Cottage,5050 chester st,5050 chester st,TRUE,1,,3,1928,,,,,1642000,101000,0.06151035323,,,,,RS-1,,,,,,,
4050,Hastings-Sunrise,2768 pandora st,2768 pandora st,TRUE,1,,3,1910,,,,,1675000,121000,0.07223880597,,,,,RS-1,,,,,,,
4051,Grandview-Woodland,1670 commercial dr,1674 commercial dr,FALSE,1,14848996,3,1911,,,,,2124000,1376000,0.647834275,,,,,C-2C,,,,,,,
4052,Kitsilano,1314 walnut st,1314 walnut st,TRUE,1,,3,1913,,,,,2988000,134000,0.04484605087,,,,,RT-9,,,,,,,
4053,Grandview-Woodland,1040 lakewood dr,1040 lakewood dr,TRUE,1,,3,1912,,,,,1484000,116000,0.0781671159,,,,,RT-5,,,,,,,
4054,Kitsilano,1921 trafalgar st,1921 trafalgar st,TRUE,1,,3,1910,,,,,2004000,79000,0.03942115768,,,,,RT-8,,,,,,,
4055,Kensington-Cedar Cottage,1346 e 12th ave,1346 e 12th ave,TRUE,1,,3,1912,,,,,1672000,89500,0.05352870813,,,,,RM-11N,,,,,,,
4056,Grandview-Woodland,1618 e georgia st,1618 e georgia st,TRUE,1,,3,1910,,,,,1772000,250000,0.1410835214,,,,,RM-4,,,,,,,
4057,Kensington-Cedar Cottage,2616 woodland dr,2616 woodland dr,TRUE,1,,3,1912,,,,,1445000,325000,0.2249134948,,,,,RT-5,,,,,,,
4058,Grandview-Woodland,1931 napier st,1931 napier st,TRUE,1,,3,1911,,,,,1915000,586000,0.3060052219,,,,,RT-5,,,,,,,
4059,South Cambie,3910 laurel st,3910 laurel st,TRUE,1,,3,1944,,,,,2641000,236000,0.08936009087,,,,,RS-5,,,,,,,
4060,Kensington-Cedar Cottage,1560 e 11th ave,1560 e 11th ave,TRUE,1,,3,1912,,,,,3658000,226000,0.06178239475,,,,,RT-5,,,,,,,
4061,Mount Pleasant,1221 e 11th ave,1221 e 11th ave,TRUE,1,,3,1912,,,,,1951000,80500,0.04126089185,,,,,RT-5,,,,,,,
1469,West End,1534 henshaw lane,1534 henshaw lane,TRUE,1,,17,2020,,,,,$0.00,$0.00,,,,,,RM-5,,,,,,,
4063,Grandview-Woodland,1321 e 1st ave,1321 e 1st ave,TRUE,1,,3,1910,,,,,11894000,50000,0.004203800235,,,,,RM-4N,,,,,,,
4064,Victoria-Fraserview,6357 beatrice st,6357 beatrice st,TRUE,1,,3,1957,,,,,2072000,92200,0.0444980695,,,,,RT-2,,,,,,,
4065,Kitsilano,3160 dunbar st,3160 dunbar st,TRUE,1,,3,1927,,,,,8014000,20000,0.002495632643,,,,,RS-5,,,,,,,
4066,Kitsilano,2940 w 6th ave,2940 w 6th ave,TRUE,1,,3,1912,,,,,2407000,171000,0.07104279186,,,,,RT-7,,,,,,,
4067,Hastings-Sunrise,2546 trinity st,2546 trinity st,TRUE,1,,3,1911,,,,,1672000,52600,0.03145933014,,,,,RS-1,,,,,,,
4068,Riley Park,4447 quebec st,4447 quebec st,TRUE,1,,3,1910,,,,,2092000,722000,0.345124283,,,,,RS-1,,,,,,,
4069,Kitsilano,2550 point grey rd,2550 point grey rd,TRUE,1,,3,1981,,,,,4894000,363000,0.07417245607,,,,,RT-8,,,,,,,
4070,Kitsilano,2887 w 15th ave,2887 w 15th ave,TRUE,1,,3,1932,,,,,2474000,104000,0.04203718674,,,,,RS-5,,,,,,,
4071,Renfrew-Collingwood,5253 taunton st,5253 taunton st,TRUE,1,,3,1913,,,,,1603000,67900,0.0423580786,,,,,RS-1,,,,,,,
4072,Mount Pleasant,649 e 10th ave,649 e 10th ave,TRUE,1,,3,1910,,,,,1828000,224000,0.1225382932,,,,,RT-5,,,,,,,
4073,Sunset,6653 main st,6653 main st,TRUE,1,,3,1959,,,,,2213000,11100,0.005015815635,,,,,C-2,,,,,,,
4074,Kitsilano,1734 stephens st,1734 stephens st,TRUE,1,,3,1912,,,,,2321000,184000,0.07927617406,,,,,RT-8,,,,,,,
4075,Riley Park,460 e 16th ave,460 e 16th ave,TRUE,1,,3,1912,,,,,2063000,271000,0.131362094,,,,,RT-2,,,,,,,
4076,Mount Pleasant,3154 st george st,3154 st george st,TRUE,1,,3,1910,,,,,1954000,99200,0.05076765609,,,,,RM-4N,,,,,,,
4077,Kensington-Cedar Cottage,4796 victoria dr,4796 victoria dr,TRUE,1,,3,1956,,,,,1578000,68500,0.04340937896,,,,,RT-2,,,,,,,
4078,Riley Park,79 w 19th ave,79 w 19th ave,TRUE,1,,3,1912,,,,,2600000,74800,0.02876923077,,,,,RS-7,,,,,,,
1519,West End,1116 pendrell st,1116 pendrell st,TRUE,1,,16,1937,,,,,$0.00,$0.00,,,,,,RM-5B,,,,,,,
4080,Kitsilano,1983 whyte ave,1985 whyte ave,FALSE,1,4985168,3,1946,,,,,3785000,67700,0.01788639366,,,,,RT-9,,,,,,,
4081,Kitsilano,2521 balaclava st,2521 balaclava st,TRUE,1,,3,1914,,,,,1812000,168000,0.09271523179,,,,,RS-5,,,,,,,
4082,Sunset,511 e 52nd ave,511 e 52nd ave,TRUE,1,,3,1929,,,,,2746000,144000,0.0524399126,,,,,RS-1,,,,,,,
4083,Kitsilano,3116 w 2nd ave,3116 w 2nd ave,TRUE,1,,3,1912,,,,,2919000,657000,0.2250770812,,,,,RT-8,,,,,,,
4084,Mount Pleasant,1206 e 13th ave,1206 e 13th ave,TRUE,1,,3,1910,,,,,1682000,283000,0.1682520809,,,,,RT-5,,,,,,,
4085,Kensington-Cedar Cottage,956 e 16th ave,956 e 16th ave,TRUE,1,,3,1914,['(Lynn Siddaway)'],['(Lynn Siddaway)'],[],['Apartment House'],2063000,209000,0.1013087736,,,,,RT-5,,,,,,,
4086,Kensington-Cedar Cottage,2153 kingsway,2153 kingsway,TRUE,1,,3,1947,,,,,0,0,,,,,,C-2,,,,,,,
4087,Kitsilano,3217 w 2nd ave,3217 w 2nd ave,TRUE,1,,3,1912,,,,,2921000,152000,0.05203697364,,,,,RT-8,,,,,,,
4088,Grandview-Woodland,1583 e 8th ave,1583 e 8th ave,TRUE,1,,3,1911,,,,,1848000,110000,0.05952380952,,,,,RM-4N,,,,,,,
4089,Kitsilano,3321 w 6th ave,3321 w 6th ave,TRUE,1,,3,1912,,,,,2425000,174000,0.07175257732,,,,,RT-7,,,,,,,
4090,Kensington-Cedar Cottage,2070 kingsway,2070 kingsway,TRUE,1,,3,1914,,,,,3134000,6000,0.00191448628,,,,,C-2,,,,,,,
4091,Hastings-Sunrise,3396 william st,3396 william st,TRUE,1,,3,1924,,,,,1512000,42400,0.02804232804,,,,,RS-1,,,,,,,
4092,Kensington-Cedar Cottage,2300 e 11th ave,2300 e 11th ave,TRUE,1,,3,1910,,,,,1789000,160000,0.08943543879,,,,,RT-5,,,,,,,
4093,Riley Park,280 e 19th ave,280 e 19th ave,TRUE,1,,3,1910,,,,,2004000,146000,0.07285429142,,,,,RS-7,,,,,,,
4094,Riley Park,179 w 17th ave,179 w 17th ave,TRUE,1,,3,1913,,,,,2852000,40500,0.01420056101,,,,,RS-7,,,,,,,
4095,Kensington-Cedar Cottage,3085 knight st,3085 knight st,TRUE,1,,3,1955,,,,,1971000,93800,0.04759005581,,,,,RT-2,,,,,,,
4096,Kitsilano,3547 w 5th ave,3547 w 5th ave,TRUE,1,,3,1912,,,,,2304000,185000,0.08029513889,,,,,RT-7,,,,,,,
4097,Mount Pleasant,1246 e 11th ave,1244 e 11th ave,FALSE,1,4404998,3,1910,,,,,0,0,,,,,,RT-5,,,,,,,
4098,Grandview-Woodland,2130 napier st,2130 napier st,TRUE,1,,3,1912,,,,,1915000,103000,0.05378590078,,,,,RT-5,,,,,,,
4099,Kensington-Cedar Cottage,757 e king edward ave,757 e king edward ave,TRUE,1,,3,1910,,,,,1137000,80200,0.07053649956,,,,,RS-1,,,,,,,
4100,Grandview-Woodland,1680 parker st,1680 parker st,TRUE,1,,3,1908,,,,,969000,61800,0.06377708978,,,,,C-2C1,,,,,,,
4101,Kitsilano,3346 w 10th ave,3346 w 10th ave,TRUE,1,,3,1927,,,,,2879000,322000,0.1118443904,,,,,RS-5,,,,,,,
4102,Grandview-Woodland,2162 venables st,2162 venables st,TRUE,1,,3,1910,,,,,1915000,609000,0.3180156658,,,,,RT-5,,,,,,,
4103,Sunset,909 e 63rd ave,909 e 63rd ave,TRUE,1,,3,1939,,,,,1744000,48300,0.02769495413,,,,,RS-1,,,,,,,
4104,Sunset,463 e 47th ave,463 e 47th ave,TRUE,1,,3,1910,,,,,1738000,75200,0.04326812428,,,,,RS-1,,,,,,,
4105,Mount Pleasant,2820 fraser st,2820 fraser st,TRUE,1,,3,1910,,,,,1680000,334000,0.1988095238,,,,,RT-5,,,,,,,
4106,Kitsilano,3275 w 16th ave,3275 w 16th ave,TRUE,1,,3,1955,,,,,1908000,169000,0.08857442348,,,,,C-1,,,,,,,
4107,Grandview-Woodland,2030 grant st,2030 grant st,TRUE,1,,3,1912,,,,,1829000,163000,0.08911973756,,,,,RT-5,,,,,,,
4108,Riley Park,411 w 18th ave,411 w 18th ave,TRUE,1,,3,1938,,,,,2852000,49700,0.01742636746,,,,,RS-7,,,,,,,
4109,South Cambie,559 w 19th ave,559 w 19th ave,TRUE,1,,3,1914,,,,,2640000,54800,0.02075757576,,,,,RS-7,,,,,,,
4110,Sunset,7039 main st,7039 main st,TRUE,1,,3,1954,,,,,5320000,20000,0.003759398496,,,,,RT-2,,,,,,,
4111,Kitsilano,3112 point grey rd,3112 point grey rd,TRUE,1,,3,1925,,,,,3068000,180000,0.05867014342,,,,,RT-8,,,,,,,
4112,Mount Pleasant,510 e 10th ave,510 e 10th ave,TRUE,1,,3,1912,,,,,2009000,412000,0.2050771528,,,,,RT-5,,,,,,,
4113,Kitsilano,3269 w 10th ave,3269 w 10th ave,TRUE,1,,3,1912,,,,,1717000,155000,0.09027373326,,,,,RS-5,,,,,,,
4114,Grandview-Woodland,950 victoria dr,1909 parker st,FALSE,1,14999269,3,1909,,,,,0,0,,,,,,RT-5,,,,,,,
4115,Kitsilano,1991 cornwall ave,1991 cornwall ave,TRUE,1,,3,1981,,,,,6102000,28000,0.004588659456,,,,,C-2B,,,,,,,
4116,Grandview-Woodland,1552 e 4th ave,1552 e 4th ave,TRUE,1,,3,1912,,,,,1908000,215000,0.1126834382,,,,,RM-4,,,,,,,
4117,Kensington-Cedar Cottage,5008 gladstone st,5008 gladstone st,TRUE,1,,3,1913,,,,,1730000,66000,0.03815028902,,,,,RT-11,,,,,,,
4118,Kensington-Cedar Cottage,3550 welwyn st,3550 welwyn st,TRUE,1,,3,1906,,,,,1611000,69100,0.04289261328,,,,,RS-2,,,,,,,
4119,Mount Pleasant,2714 carolina st,2714 carolina st,TRUE,1,,3,1911,,,,,1492000,194000,0.1300268097,,,,,RT-5,,,,,,,
4120,Riley Park,108 e 20th ave,108 e 20th ave,TRUE,1,,3,1906,,,,,2270000,90800,0.04,,,,,RS-7,,,,,,,
4121,Kitsilano,3080 w 5th ave,3080 w 5th ave,TRUE,1,,3,1921,,,,,2425000,46000,0.01896907216,,,,,RT-7,,,,,,,
4122,Kitsilano,3448 w 5th ave,3448 w 5th ave,TRUE,1,,3,1912,,,,,6500000,196000,0.03015384615,,,,,RT-7,,,,,,,
4123,Kensington-Cedar Cottage,1649 e 13th ave,1649 e 13th ave,TRUE,1,,3,1920,,,,,1760000,262000,0.1488636364,,,,,RT-5,,,,,,,
4124,Kitsilano,3550 point grey rd,3550 point grey rd,TRUE,1,,3,1924,,,,,2404000,420000,0.1747088186,,,,,RT-8,,,,,,,
4125,Grandview-Woodland,1565 commercial dr,1567 commercial dr,FALSE,1,14264439,3,1912,,,,,2093000,509000,0.243191591,,,,,C-2C,,,,,,,
4126,Kitsilano,2544 balaclava st,2544 balaclava st,TRUE,1,,3,1914,,,,,1805000,216000,0.11966759,,,,,RS-5,,,,,,,
4127,Kitsilano,3429 w broadway,3429 w broadway,TRUE,1,,3,1979,,,,,7691000,47600,0.006189052139,,,,,C-2C1,,,,,,,
4128,Mount Pleasant,930 e 12th ave,930 e 12th ave,TRUE,1,,3,1953,,,,,1589000,76200,0.04795468848,,,,,RT-5,,,,,,,
4129,Mount Pleasant,557 e 12th ave,557 e 12th ave,TRUE,1,,3,1925,,,,,1650000,46800,0.02836363636,,,,,RM-11N,,,,,,,
4130,Kitsilano,1893 w 15th ave,1893 w 15th ave,TRUE,1,,3,1925,,,,,0,0,,,,,,RT-8,,,,,,,
4131,Kitsilano,2236 macdonald st,2236 macdonald st,TRUE,1,,3,1914,,,,,1932000,489000,0.2531055901,,,,,RT-8,,,,,,,
4132,Sunset,6538 main st,6538 main st,TRUE,1,,3,1950,,,,,2213000,412000,0.1861726164,,,,,C-2,,,,,,,
4133,Kitsilano,3613 point grey rd,3613 point grey rd,TRUE,1,,3,1918,,,,,3033000,287000,0.09462578305,,,,,RS-2,,,,,,,
4134,Mount Pleasant,815 e 12th ave,815 e 12th ave,TRUE,1,,3,1912,,,,,1471000,105000,0.0713800136,,,,,RT-5,,,,,,,
4135,Mount Pleasant,2706 carolina st,2706 carolina st,TRUE,1,,3,1911,,,,,1570000,393000,0.2503184713,,,,,RT-5,,,,,,,
4136,Grandview-Woodland,1758 venables st,1758 venables st,TRUE,1,,3,1909,,,,,1814000,466000,0.256890849,,,,,RT-5,,,,,,,
4137,Kensington-Cedar Cottage,4351 commercial st,4351 commercial st,TRUE,1,,3,1925,,,,,1462000,97700,0.06682626539,,,,,RT-10,,,,,,,
4138,Kitsilano,1920 dunbar st,1920 dunbar st,TRUE,1,,3,1912,,,,,2778000,131000,0.0471562275,,,,,RT-8,,,,,,,
4139,Kensington-Cedar Cottage,3080 clark dr,3080 clark dr,TRUE,1,,3,1956,,,,,1611000,129000,0.0800744879,,,,,RT-2,,,,,,,
4140,Kitsilano,2220 stephens st,2220 stephens st,TRUE,1,,3,1912,,,,,1951000,168000,0.08610968734,,,,,RT-8,,,,,,,
4141,Kensington-Cedar Cottage,3880 clark dr,3880 clark dr,TRUE,1,,3,1944,,,,,1942000,67400,0.03470648816,,,,,RM-1,,,,,,,
4142,Kitsilano,2242 balaclava st,2242 balaclava st,TRUE,1,,3,1912,,,,,2135000,162000,0.07587822014,,,,,RT-7,,,,,,,
4143,Kitsilano,3417 w 2nd ave,3417 w 2nd ave,TRUE,1,,3,1910,,,,,2921000,137000,0.04690174598,,,,,RT-8,,,,,,,
4144,Kitsilano,2544 w 8th ave,2544 w 8th ave,TRUE,1,,3,1910,,,,,3011000,160000,0.0531384922,,,,,RT-8,,,,,,,
4145,Kitsilano,3161 w 3rd ave,3161 w 3rd ave,TRUE,1,,3,1912,,,,,2921000,85100,0.02913385827,,,,,RT-8,,,,,,,
4146,Grandview-Woodland,1943 napier st,1943 napier st,TRUE,1,,3,1909,,,,,1819000,495000,0.2721275426,,,,,RT-5,,,,,,,
4147,Kitsilano,3108 w 2nd ave,3108 w 2nd ave,TRUE,1,,3,1912,,,,,2919000,538000,0.1843096951,,,,,RT-8,,,,,,,
4148,Strathcona,357 e hastings st,357 e hastings st,TRUE,1,,3,1994,,,,,989000,2421000,2.447927199,,,,,DEOD,,,,,,,
4149,Riley Park,482 w 17th ave,482 w 17th ave,TRUE,1,,3,1913,,,,,2962000,130000,0.04388926401,,,,,RS-7,,,,,,,
4150,Kensington-Cedar Cottage,846 e 16th ave,846 e 16th ave,TRUE,1,,3,1956,,,,,1583000,89400,0.05647504738,,,,,RT-5,,,,,,,
4151,Kitsilano,3230 w 2nd ave,3230 w 2nd ave,TRUE,1,,3,1912,,,,,2921000,118000,0.04039712427,,,,,RT-8,,,,,,,
4152,Kitsilano,2306 macdonald st,2306 macdonald st,TRUE,1,,3,1912,,,,,2005000,75700,0.03775561097,,,,,RT-8,,,,,,,
4153,Mount Pleasant,2127 guelph st,2127 guelph st,TRUE,1,,3,1910,,,,,1423000,89200,0.06268446943,,,,,RM-4,,,,,,,
4154,Strathcona,1157 e pender st,1157 e pender st,TRUE,1,,3,1911,,,,,1298000,173000,0.1332819723,,,,,RT-3,,,,,,,
4155,Kitsilano,2012 york ave,2012 york ave,TRUE,1,,3,1906,,,,,2262000,64100,0.0283377542,,,,,RM-4,,,,,,,
4156,Kensington-Cedar Cottage,5294 fraser st,5294 fraser st,TRUE,1,,3,1933,,,,,1367000,237000,0.1733723482,,,,,RT-2,,,,,,,
4157,Grandview-Woodland,2081 turner st,2081 turner st,TRUE,1,,3,1925,,,,,1606000,96100,0.0598381071,,,,,RT-5,,,,,,,
4158,Mount Pleasant,2201 manitoba st,2201 manitoba st,TRUE,1,,3,1905,,,,,1469000,204000,0.1388699796,,,,,I-1,,,,,,,
4159,Kitsilano,3442 w 1st ave,3442 w 1st ave,TRUE,1,,3,1912,,,,,2921000,135000,0.04621704896,,,,,RT-8,,,,,,,
4160,Mount Pleasant,741 e 11th ave,741 e 11th ave,TRUE,1,,3,1913,,,,,1925000,466000,0.2420779221,,,,,RT-5,,,,,,,
4161,Mount Pleasant,1021 e 14th ave,1021 e 14th ave,TRUE,1,,3,1912,,,,,1787000,162000,0.0906547286,,,,,RT-5,,,,,,,
4162,Grandview-Woodland,2090 turner st,2090 turner st,TRUE,1,,3,1930,,,,,1710000,88200,0.05157894737,,,,,RT-5,,,,,,,
4163,Mount Pleasant,197 w 14th ave,197 w 14th ave,TRUE,1,,3,1912,,,,,2952000,76200,0.02581300813,,,,,RT-6,,,,,,,
4164,Grandview-Woodland,2010 ferndale st,2010 ferndale st,TRUE,1,,3,1910,,,,,1329000,170000,0.1279157261,,,,,RT-5,,,,,,,
4165,Kensington-Cedar Cottage,4675 knight st,4675 knight st,TRUE,1,,3,1954,,,,,1514000,46200,0.03051519155,,,,,RS-1,,,,,,,
4166,Grandview-Woodland,1934 william st,1934 william st,TRUE,1,,3,1910,,,,,6354000,20000,0.003147623544,,,,,RT-5,,,,,,,
4167,Mount Pleasant,950 e 12th ave,950 e 12th ave,TRUE,1,,3,1911,['Natale Pasqua & Lisa Pasqua'],['Natale Pasqua & Lisa Pasqua'],[],['Apartment House'],1963000,69600,0.03545593479,,,,,RT-5,,,,,,,
4168,Grandview-Woodland,1742 parker st,1742 parker st,TRUE,1,,3,1910,,,,,1915000,112000,0.05848563969,,,,,RT-5,,,,,,,
4169,Kensington-Cedar Cottage,1233 e 33rd ave,1233 e 33rd ave,TRUE,1,,3,1910,,,,,1471000,60300,0.04099252209,,,,,RS-1,,,,,,,
4170,Kitsilano,2460 w 12th ave,2460 w 12th ave,TRUE,1,,3,1912,,,,,1860000,357000,0.1919354839,,,,,RS-5,,,,,,,
4171,Shaughnessy,1989 w king edward ave,1989 w king edward ave,TRUE,1,,3,1920,['Zui Chu Lee (Zui Lee)'],['Zui Chu Lee (Zui Lee)'],[],['Apartment House'],3258000,159000,0.04880294659,,,,,FSHCA,,,,,,,
4172,Kensington-Cedar Cottage,1664 e 11th ave,1664 e 11th ave,TRUE,1,,3,1910,,,,,1710000,154000,0.09005847953,,,,,RT-5,,,,,,,
